Date,LastDay,Total,BaseDepth,Latitude,Longitude,Resort,Datetime,Weekday,Month,Day,Hour,Minute,SeasonalSum,Colors
2014-03-06,5,672,292,43.4799,-110.7624,jackson hole,2014-03-06,Thursday,March,6,0,0,901,"rgb(66,146,198)"
2014-03-05,13,667,257,43.4799,-110.7624,jackson hole,2014-03-05,Wednesday,March,5,0,0,896,"rgb(66,146,198)"
2014-03-04,23,654,257,43.4799,-110.7624,jackson hole,2014-03-04,Tuesday,March,4,0,0,883,"rgb(66,146,198)"
2014-03-03,15,631,257,43.4799,-110.7624,jackson hole,2014-03-03,Monday,March,3,0,0,860,"rgb(66,146,198)"
2014-03-02,43,616,257,43.4799,-110.7624,jackson hole,2014-03-02,Sunday,March,2,0,0,845,"rgb(66,146,198)"
2014-03-01,13,573,257,43.4799,-110.7624,jackson hole,2014-03-01,Saturday,March,1,0,0,802,"rgb(66,146,198)"
2014-02-28,18,560,254,43.4799,-110.7624,jackson hole,2014-02-28,Friday,February,28,0,0,789,"rgb(66,146,198)"
2014-02-26,8,542,244,43.4799,-110.7624,jackson hole,2014-02-26,Wednesday,February,26,0,0,771,"rgb(66,146,198)"
2014-02-25,5,534,244,43.4799,-110.7624,jackson hole,2014-02-25,Tuesday,February,25,0,0,763,"rgb(66,146,198)"
2014-02-24,10,529,244,43.4799,-110.7624,jackson hole,2014-02-24,Monday,February,24,0,0,758,"rgb(66,146,198)"
2014-02-23,48,519,244,43.4799,-110.7624,jackson hole,2014-02-23,Sunday,February,23,0,0,748,"rgb(66,146,198)"
2014-03-27,13,786,262,43.4799,-110.7624,jackson hole,2014-03-27,Thursday,March,27,0,0,1015,"rgb(66,146,198)"
2012-01-23,13,185,178,43.4799,-110.7624,jackson hole,2012-01-23,Monday,January,23,0,0,443,"rgb(66,146,198)"
2014-03-28,13,799,267,43.4799,-110.7624,jackson hole,2014-03-28,Friday,March,28,0,0,1028,"rgb(66,146,198)"
2014-03-30,28,830,269,43.4799,-110.7624,jackson hole,2014-03-30,Sunday,March,30,0,0,1059,"rgb(66,146,198)"
2012-03-29,8,683,188,43.4799,-110.7624,jackson hole,2012-03-29,Thursday,March,29,0,0,941,"rgb(66,146,198)"
2012-03-30,5,688,190,43.4799,-110.7624,jackson hole,2012-03-30,Friday,March,30,0,0,946,"rgb(66,146,198)"
2012-03-31,10,698,185,43.4799,-110.7624,jackson hole,2012-03-31,Saturday,March,31,0,0,956,"rgb(66,146,198)"
2012-04-02,3,701,178,43.4799,-110.7624,jackson hole,2012-04-02,Monday,April,2,0,0,959,"rgb(66,146,198)"
2012-04-06,10,711,175,43.4799,-110.7624,jackson hole,2012-04-06,Friday,April,6,0,0,969,"rgb(66,146,198)"
2012-04-07,13,724,183,43.4799,-110.7624,jackson hole,2012-04-07,Saturday,April,7,0,0,982,"rgb(66,146,198)"
2014-02-13,30,345,185,43.4799,-110.7624,jackson hole,2014-02-13,Thursday,February,13,0,0,574,"rgb(66,146,198)"
2014-02-14,10,355,211,43.4799,-110.7624,jackson hole,2014-02-14,Friday,February,14,0,0,584,"rgb(66,146,198)"
2014-02-15,28,383,208,43.4799,-110.7624,jackson hole,2014-02-15,Saturday,February,15,0,0,612,"rgb(66,146,198)"
2014-02-16,5,388,226,43.4799,-110.7624,jackson hole,2014-02-16,Sunday,February,16,0,0,617,"rgb(66,146,198)"
2014-02-17,15,403,226,43.4799,-110.7624,jackson hole,2014-02-17,Monday,February,17,0,0,632,"rgb(66,146,198)"
2014-02-19,15,418,226,43.4799,-110.7624,jackson hole,2014-02-19,Wednesday,February,19,0,0,647,"rgb(66,146,198)"
2014-02-20,15,433,229,43.4799,-110.7624,jackson hole,2014-02-20,Thursday,February,20,0,0,662,"rgb(66,146,198)"
2014-04-06,10,879,282,43.4799,-110.7624,jackson hole,2014-04-06,Sunday,April,6,0,0,1108,"rgb(66,146,198)"
2014-04-05,3,869,284,43.4799,-110.7624,jackson hole,2014-04-05,Saturday,April,5,0,0,1098,"rgb(66,146,198)"
2014-04-02,8,866,269,43.4799,-110.7624,jackson hole,2014-04-02,Wednesday,April,2,0,0,1095,"rgb(66,146,198)"
2014-03-31,28,858,269,43.4799,-110.7624,jackson hole,2014-03-31,Monday,March,31,0,0,1087,"rgb(66,146,198)"
2014-03-29,3,802,274,43.4799,-110.7624,jackson hole,2014-03-29,Saturday,March,29,0,0,1031,"rgb(66,146,198)"
2010-11-01,15,723,0,43.4799,-110.7624,jackson hole,2010-11-01,Monday,November,1,0,0,74,"rgb(66,146,198)"
2012-01-22,38,172,183,43.4799,-110.7624,jackson hole,2012-01-22,Sunday,January,22,0,0,430,"rgb(66,146,198)"
2012-01-20,64,124,157,43.4799,-110.7624,jackson hole,2012-01-20,Friday,January,20,0,0,382,"rgb(66,146,198)"
2013-12-23,13,648,89,43.4799,-110.7624,jackson hole,2013-12-23,Monday,December,23,0,0,142,"rgb(66,146,198)"
2013-12-24,41,689,89,43.4799,-110.7624,jackson hole,2013-12-24,Tuesday,December,24,0,0,183,"rgb(66,146,198)"
2013-12-25,41,730,89,43.4799,-110.7624,jackson hole,2013-12-25,Wednesday,December,25,0,0,224,"rgb(66,146,198)"
2013-12-31,5,735,104,43.4799,-110.7624,jackson hole,2013-12-31,Tuesday,December,31,0,0,229,"rgb(66,146,198)"
2014-01-01,18,18,104,43.4799,-110.7624,jackson hole,2014-01-01,Wednesday,January,1,0,0,247,"rgb(66,146,198)"
2014-01-04,10,28,114,43.4799,-110.7624,jackson hole,2014-01-04,Saturday,January,4,0,0,257,"rgb(66,146,198)"
2014-01-05,5,33,117,43.4799,-110.7624,jackson hole,2014-01-05,Sunday,January,5,0,0,262,"rgb(66,146,198)"
2013-12-22,15,635,89,43.4799,-110.7624,jackson hole,2013-12-22,Sunday,December,22,0,0,129,"rgb(66,146,198)"
2014-01-09,5,38,117,43.4799,-110.7624,jackson hole,2014-01-09,Thursday,January,9,0,0,267,"rgb(66,146,198)"
2014-01-11,10,81,130,43.4799,-110.7624,jackson hole,2014-01-11,Saturday,January,11,0,0,310,"rgb(66,146,198)"
2014-01-12,30,111,132,43.4799,-110.7624,jackson hole,2014-01-12,Sunday,January,12,0,0,340,"rgb(66,146,198)"
2014-01-13,25,136,142,43.4799,-110.7624,jackson hole,2014-01-13,Monday,January,13,0,0,365,"rgb(66,146,198)"
2014-01-14,8,144,140,43.4799,-110.7624,jackson hole,2014-01-14,Tuesday,January,14,0,0,373,"rgb(66,146,198)"
2014-01-27,5,149,119,43.4799,-110.7624,jackson hole,2014-01-27,Monday,January,27,0,0,378,"rgb(66,146,198)"
2014-01-30,28,177,122,43.4799,-110.7624,jackson hole,2014-01-30,Thursday,January,30,0,0,406,"rgb(66,146,198)"
2014-01-31,20,197,150,43.4799,-110.7624,jackson hole,2014-01-31,Friday,January,31,0,0,426,"rgb(66,146,198)"
2014-01-10,33,71,117,43.4799,-110.7624,jackson hole,2014-01-10,Friday,January,10,0,0,300,"rgb(66,146,198)"
2013-12-21,13,620,81,43.4799,-110.7624,jackson hole,2013-12-21,Saturday,December,21,0,0,114,"rgb(66,146,198)"
2013-12-19,3,607,81,43.4799,-110.7624,jackson hole,2013-12-19,Thursday,December,19,0,0,101,"rgb(66,146,198)"
2013-12-15,5,604,84,43.4799,-110.7624,jackson hole,2013-12-15,Sunday,December,15,0,0,98,"rgb(66,146,198)"
2014-11-30,46,1095,36,43.4799,-110.7624,jackson hole,2014-11-30,Sunday,November,30,0,0,216,"rgb(66,146,198)"
2014-11-29,20,1049,46,43.4799,-110.7624,jackson hole,2014-11-29,Saturday,November,29,0,0,170,"rgb(66,146,198)"
2014-11-26,53,1029,71,43.4799,-110.7624,jackson hole,2014-11-26,Wednesday,November,26,0,0,150,"rgb(66,146,198)"
2014-11-24,86,976,81,43.4799,-110.7624,jackson hole,2014-11-24,Monday,November,24,0,0,97,"rgb(66,146,198)"
2014-11-22,3,890,28,43.4799,-110.7624,jackson hole,2014-11-22,Saturday,November,22,0,0,11,"rgb(66,146,198)"
2014-11-15,8,887,0,43.4799,-110.7624,jackson hole,2014-11-15,Saturday,November,15,0,0,8,"rgb(66,146,198)"
2013-10-04,10,516,69,43.4799,-110.7624,jackson hole,2013-10-04,Friday,October,4,0,0,10,"rgb(66,146,198)"
2013-12-01,3,519,56,43.4799,-110.7624,jackson hole,2013-12-01,Sunday,December,1,0,0,13,"rgb(66,146,198)"
2013-12-02,25,544,71,43.4799,-110.7624,jackson hole,2013-12-02,Monday,December,2,0,0,38,"rgb(66,146,198)"
2013-12-03,25,569,97,43.4799,-110.7624,jackson hole,2013-12-03,Tuesday,December,3,0,0,63,"rgb(66,146,198)"
2013-12-04,3,572,97,43.4799,-110.7624,jackson hole,2013-12-04,Wednesday,December,4,0,0,66,"rgb(66,146,198)"
2013-12-07,3,575,86,43.4799,-110.7624,jackson hole,2013-12-07,Saturday,December,7,0,0,69,"rgb(66,146,198)"
2013-12-08,3,578,86,43.4799,-110.7624,jackson hole,2013-12-08,Sunday,December,8,0,0,72,"rgb(66,146,198)"
2013-12-09,5,583,86,43.4799,-110.7624,jackson hole,2013-12-09,Monday,December,9,0,0,77,"rgb(66,146,198)"
2013-12-10,5,588,91,43.4799,-110.7624,jackson hole,2013-12-10,Tuesday,December,10,0,0,82,"rgb(66,146,198)"
2013-12-11,8,596,89,43.4799,-110.7624,jackson hole,2013-12-11,Wednesday,December,11,0,0,90,"rgb(66,146,198)"
2013-12-14,3,599,81,43.4799,-110.7624,jackson hole,2013-12-14,Saturday,December,14,0,0,93,"rgb(66,146,198)"
2014-02-01,8,205,157,43.4799,-110.7624,jackson hole,2014-02-01,Saturday,February,1,0,0,434,"rgb(66,146,198)"
2014-02-02,8,213,160,43.4799,-110.7624,jackson hole,2014-02-02,Sunday,February,2,0,0,442,"rgb(66,146,198)"
2014-02-03,5,218,160,43.4799,-110.7624,jackson hole,2014-02-03,Monday,February,3,0,0,447,"rgb(66,146,198)"
2014-02-04,23,241,160,43.4799,-110.7624,jackson hole,2014-02-04,Tuesday,February,4,0,0,470,"rgb(66,146,198)"
2011-12-05,3,955,56,43.4799,-110.7624,jackson hole,2011-12-05,Monday,December,5,0,0,133,"rgb(66,146,198)"
2011-12-08,5,960,56,43.4799,-110.7624,jackson hole,2011-12-08,Thursday,December,8,0,0,138,"rgb(66,146,198)"
2011-12-14,3,963,56,43.4799,-110.7624,jackson hole,2011-12-14,Wednesday,December,14,0,0,141,"rgb(66,146,198)"
2011-12-15,3,966,61,43.4799,-110.7624,jackson hole,2011-12-15,Thursday,December,15,0,0,144,"rgb(66,146,198)"
2011-12-16,8,974,61,43.4799,-110.7624,jackson hole,2011-12-16,Friday,December,16,0,0,152,"rgb(66,146,198)"
2011-12-22,8,982,64,43.4799,-110.7624,jackson hole,2011-12-22,Thursday,December,22,0,0,160,"rgb(66,146,198)"
2011-12-28,13,995,58,43.4799,-110.7624,jackson hole,2011-12-28,Wednesday,December,28,0,0,173,"rgb(66,146,198)"
2011-12-29,30,1025,89,43.4799,-110.7624,jackson hole,2011-12-29,Thursday,December,29,0,0,203,"rgb(66,146,198)"
2011-12-30,30,1055,89,43.4799,-110.7624,jackson hole,2011-12-30,Friday,December,30,0,0,233,"rgb(66,146,198)"
2011-12-31,25,1080,112,43.4799,-110.7624,jackson hole,2011-12-31,Saturday,December,31,0,0,258,"rgb(66,146,198)"
2012-01-01,3,3,114,43.4799,-110.7624,jackson hole,2012-01-01,Sunday,January,1,0,0,261,"rgb(66,146,198)"
2012-01-09,3,6,89,43.4799,-110.7624,jackson hole,2012-01-09,Monday,January,9,0,0,264,"rgb(66,146,198)"
2012-01-11,15,21,99,43.4799,-110.7624,jackson hole,2012-01-11,Wednesday,January,11,0,0,279,"rgb(66,146,198)"
2012-01-16,3,24,91,43.4799,-110.7624,jackson hole,2012-01-16,Monday,January,16,0,0,282,"rgb(66,146,198)"
2012-01-17,3,27,91,43.4799,-110.7624,jackson hole,2012-01-17,Tuesday,January,17,0,0,285,"rgb(66,146,198)"
2012-01-18,3,30,91,43.4799,-110.7624,jackson hole,2012-01-18,Wednesday,January,18,0,0,288,"rgb(66,146,198)"
2012-01-19,30,60,117,43.4799,-110.7624,jackson hole,2012-01-19,Thursday,January,19,0,0,318,"rgb(66,146,198)"
2011-12-04,3,952,56,43.4799,-110.7624,jackson hole,2011-12-04,Sunday,December,4,0,0,130,"rgb(66,146,198)"
2012-01-21,10,134,160,43.4799,-110.7624,jackson hole,2012-01-21,Saturday,January,21,0,0,392,"rgb(66,146,198)"
2011-12-03,5,949,56,43.4799,-110.7624,jackson hole,2011-12-03,Saturday,December,3,0,0,127,"rgb(66,146,198)"
2011-11-26,8,939,64,43.4799,-110.7624,jackson hole,2011-11-26,Saturday,November,26,0,0,117,"rgb(66,146,198)"
2014-02-06,3,244,165,43.4799,-110.7624,jackson hole,2014-02-06,Thursday,February,6,0,0,473,"rgb(66,146,198)"
2014-02-07,5,249,160,43.4799,-110.7624,jackson hole,2014-02-07,Friday,February,7,0,0,478,"rgb(66,146,198)"
2014-02-08,30,279,168,43.4799,-110.7624,jackson hole,2014-02-08,Saturday,February,8,0,0,508,"rgb(66,146,198)"
2014-02-09,25,304,185,43.4799,-110.7624,jackson hole,2014-02-09,Sunday,February,9,0,0,533,"rgb(66,146,198)"
2014-02-10,3,307,185,43.4799,-110.7624,jackson hole,2014-02-10,Monday,February,10,0,0,536,"rgb(66,146,198)"
2014-02-11,3,310,185,43.4799,-110.7624,jackson hole,2014-02-11,Tuesday,February,11,0,0,539,"rgb(66,146,198)"
2014-02-12,5,315,185,43.4799,-110.7624,jackson hole,2014-02-12,Wednesday,February,12,0,0,544,"rgb(66,146,198)"
2011-10-12,3,825,0,43.4799,-110.7624,jackson hole,2011-10-12,Wednesday,October,12,0,0,3,"rgb(66,146,198)"
2011-10-13,10,835,0,43.4799,-110.7624,jackson hole,2011-10-13,Thursday,October,13,0,0,13,"rgb(66,146,198)"
2011-11-02,3,838,0,43.4799,-110.7624,jackson hole,2011-11-02,Wednesday,November,2,0,0,16,"rgb(66,146,198)"
2011-11-07,8,846,3,43.4799,-110.7624,jackson hole,2011-11-07,Monday,November,7,0,0,24,"rgb(66,146,198)"
2011-11-14,8,854,23,43.4799,-110.7624,jackson hole,2011-11-14,Monday,November,14,0,0,32,"rgb(66,146,198)"
2011-11-18,33,887,15,43.4799,-110.7624,jackson hole,2011-11-18,Friday,November,18,0,0,65,"rgb(66,146,198)"
2011-11-19,33,920,36,43.4799,-110.7624,jackson hole,2011-11-19,Saturday,November,19,0,0,98,"rgb(66,146,198)"
2011-11-20,3,923,33,43.4799,-110.7624,jackson hole,2011-11-20,Sunday,November,20,0,0,101,"rgb(66,146,198)"
2011-11-23,3,926,64,43.4799,-110.7624,jackson hole,2011-11-23,Wednesday,November,23,0,0,104,"rgb(66,146,198)"
2011-11-24,5,931,64,43.4799,-110.7624,jackson hole,2011-11-24,Thursday,November,24,0,0,109,"rgb(66,146,198)"
2011-12-01,5,944,56,43.4799,-110.7624,jackson hole,2011-12-01,Thursday,December,1,0,0,122,"rgb(66,146,198)"
2010-10-28,18,708,13,43.4799,-110.7624,jackson hole,2010-10-28,Thursday,October,28,0,0,59,"rgb(66,146,198)"
2010-12-09,8,997,64,43.4799,-110.7624,jackson hole,2010-12-09,Thursday,December,9,0,0,348,"rgb(66,146,198)"
2012-10-17,3,727,0,43.4799,-110.7624,jackson hole,2012-10-17,Wednesday,October,17,0,0,3,"rgb(66,146,198)"
2010-03-10,3,494,130,43.4799,-110.7624,jackson hole,2010-03-10,Wednesday,March,10,0,0,675,"rgb(66,146,198)"
2010-03-14,5,499,127,43.4799,-110.7624,jackson hole,2010-03-14,Sunday,March,14,0,0,680,"rgb(66,146,198)"
2010-03-23,15,514,114,43.4799,-110.7624,jackson hole,2010-03-23,Tuesday,March,23,0,0,695,"rgb(66,146,198)"
2010-03-26,15,529,132,43.4799,-110.7624,jackson hole,2010-03-26,Friday,March,26,0,0,710,"rgb(66,146,198)"
2010-03-27,13,542,132,43.4799,-110.7624,jackson hole,2010-03-27,Saturday,March,27,0,0,723,"rgb(66,146,198)"
2010-03-31,41,583,157,43.4799,-110.7624,jackson hole,2010-03-31,Wednesday,March,31,0,0,764,"rgb(66,146,198)"
2010-04-01,3,586,150,43.4799,-110.7624,jackson hole,2010-04-01,Thursday,April,1,0,0,767,"rgb(66,146,198)"
2010-04-02,25,611,163,43.4799,-110.7624,jackson hole,2010-04-02,Friday,April,2,0,0,792,"rgb(66,146,198)"
2010-03-08,5,491,130,43.4799,-110.7624,jackson hole,2010-03-08,Monday,March,8,0,0,672,"rgb(66,146,198)"
2010-04-03,18,629,165,43.4799,-110.7624,jackson hole,2010-04-03,Saturday,April,3,0,0,810,"rgb(66,146,198)"
2016-12-25,25,1058,58,43.4799,-110.7624,jackson hole,2016-12-25,Sunday,December,25,0,0,356,"rgb(66,146,198)"
2016-12-24,5,1033,58,43.4799,-110.7624,jackson hole,2016-12-24,Saturday,December,24,0,0,331,"rgb(66,146,198)"
2016-12-21,15,1028,56,43.4799,-110.7624,jackson hole,2016-12-21,Wednesday,December,21,0,0,326,"rgb(66,146,198)"
2016-12-20,8,1013,51,43.4799,-110.7624,jackson hole,2016-12-20,Tuesday,December,20,0,0,311,"rgb(66,146,198)"
2016-12-17,25,1005,56,43.4799,-110.7624,jackson hole,2016-12-17,Saturday,December,17,0,0,303,"rgb(66,146,198)"
2016-12-16,43,980,64,43.4799,-110.7624,jackson hole,2016-12-16,Friday,December,16,0,0,278,"rgb(66,146,198)"
2016-12-15,18,937,56,43.4799,-110.7624,jackson hole,2016-12-15,Thursday,December,15,0,0,235,"rgb(66,146,198)"
2016-12-14,5,919,56,43.4799,-110.7624,jackson hole,2016-12-14,Wednesday,December,14,0,0,217,"rgb(66,146,198)"
2010-04-04,20,649,188,43.4799,-110.7624,jackson hole,2010-04-04,Sunday,April,4,0,0,830,"rgb(66,146,198)"
2010-03-05,3,486,135,43.4799,-110.7624,jackson hole,2010-03-05,Friday,March,5,0,0,667,"rgb(66,146,198)"
2010-03-04,3,483,135,43.4799,-110.7624,jackson hole,2010-03-04,Thursday,March,4,0,0,664,"rgb(66,146,198)"
2010-03-03,3,480,140,43.4799,-110.7624,jackson hole,2010-03-03,Wednesday,March,3,0,0,661,"rgb(66,146,198)"
2010-01-26,10,257,152,43.4799,-110.7624,jackson hole,2010-01-26,Tuesday,January,26,0,0,438,"rgb(66,146,198)"
2010-01-27,13,270,152,43.4799,-110.7624,jackson hole,2010-01-27,Wednesday,January,27,0,0,451,"rgb(66,146,198)"
2010-01-28,8,278,150,43.4799,-110.7624,jackson hole,2010-01-28,Thursday,January,28,0,0,459,"rgb(66,146,198)"
2010-01-31,3,281,130,43.4799,-110.7624,jackson hole,2010-01-31,Sunday,January,31,0,0,462,"rgb(66,146,198)"
2010-02-01,46,327,157,43.4799,-110.7624,jackson hole,2010-02-01,Monday,February,1,0,0,508,"rgb(66,146,198)"
2010-02-02,3,330,152,43.4799,-110.7624,jackson hole,2010-02-02,Tuesday,February,2,0,0,511,"rgb(66,146,198)"
2010-02-03,3,333,147,43.4799,-110.7624,jackson hole,2010-02-03,Wednesday,February,3,0,0,514,"rgb(66,146,198)"
2010-02-04,13,346,152,43.4799,-110.7624,jackson hole,2010-02-04,Thursday,February,4,0,0,527,"rgb(66,146,198)"
2010-02-05,13,359,155,43.4799,-110.7624,jackson hole,2010-02-05,Friday,February,5,0,0,540,"rgb(66,146,198)"
2010-02-06,18,377,160,43.4799,-110.7624,jackson hole,2010-02-06,Saturday,February,6,0,0,558,"rgb(66,146,198)"
2010-02-11,15,392,145,43.4799,-110.7624,jackson hole,2010-02-11,Thursday,February,11,0,0,573,"rgb(66,146,198)"
2010-02-12,13,405,147,43.4799,-110.7624,jackson hole,2010-02-12,Friday,February,12,0,0,586,"rgb(66,146,198)"
2010-02-13,25,430,160,43.4799,-110.7624,jackson hole,2010-02-13,Saturday,February,13,0,0,611,"rgb(66,146,198)"
2010-02-15,3,433,152,43.4799,-110.7624,jackson hole,2010-02-15,Monday,February,15,0,0,614,"rgb(66,146,198)"
2010-02-16,5,438,155,43.4799,-110.7624,jackson hole,2010-02-16,Tuesday,February,16,0,0,619,"rgb(66,146,198)"
2010-02-20,10,448,142,43.4799,-110.7624,jackson hole,2010-02-20,Saturday,February,20,0,0,629,"rgb(66,146,198)"
2010-02-21,3,451,140,43.4799,-110.7624,jackson hole,2010-02-21,Sunday,February,21,0,0,632,"rgb(66,146,198)"
2010-02-25,23,474,155,43.4799,-110.7624,jackson hole,2010-02-25,Thursday,February,25,0,0,655,"rgb(66,146,198)"
2010-02-26,3,477,155,43.4799,-110.7624,jackson hole,2010-02-26,Friday,February,26,0,0,658,"rgb(66,146,198)"
2016-12-13,25,914,36,43.4799,-110.7624,jackson hole,2016-12-13,Tuesday,December,13,0,0,212,"rgb(66,146,198)"
2010-01-25,15,247,157,43.4799,-110.7624,jackson hole,2010-01-25,Monday,January,25,0,0,428,"rgb(66,146,198)"
2016-12-12,10,889,56,43.4799,-110.7624,jackson hole,2016-12-12,Monday,December,12,0,0,187,"rgb(66,146,198)"
2016-12-10,38,851,53,43.4799,-110.7624,jackson hole,2016-12-10,Saturday,December,10,0,0,149,"rgb(66,146,198)"
2012-12-08,33,942,84,43.4799,-110.7624,jackson hole,2012-12-08,Saturday,December,8,0,0,218,"rgb(66,146,198)"
2012-12-07,13,909,104,43.4799,-110.7624,jackson hole,2012-12-07,Friday,December,7,0,0,185,"rgb(66,146,198)"
2012-12-06,15,896,102,43.4799,-110.7624,jackson hole,2012-12-06,Thursday,December,6,0,0,172,"rgb(66,146,198)"
2012-12-05,13,881,97,43.4799,-110.7624,jackson hole,2012-12-05,Wednesday,December,5,0,0,157,"rgb(66,146,198)"
2012-12-04,3,868,89,43.4799,-110.7624,jackson hole,2012-12-04,Tuesday,December,4,0,0,144,"rgb(66,146,198)"
2012-12-03,23,865,81,43.4799,-110.7624,jackson hole,2012-12-03,Monday,December,3,0,0,141,"rgb(66,146,198)"
2012-12-02,8,842,84,43.4799,-110.7624,jackson hole,2012-12-02,Sunday,December,2,0,0,118,"rgb(66,146,198)"
2012-12-01,25,834,69,43.4799,-110.7624,jackson hole,2012-12-01,Saturday,December,1,0,0,110,"rgb(66,146,198)"
2012-12-09,15,957,124,43.4799,-110.7624,jackson hole,2012-12-09,Sunday,December,9,0,0,233,"rgb(66,146,198)"
2012-11-29,5,809,61,43.4799,-110.7624,jackson hole,2012-11-29,Thursday,November,29,0,0,85,"rgb(66,146,198)"
2012-11-25,28,794,66,43.4799,-110.7624,jackson hole,2012-11-25,Sunday,November,25,0,0,70,"rgb(66,146,198)"
2012-11-14,3,766,0,43.4799,-110.7624,jackson hole,2012-11-14,Wednesday,November,14,0,0,42,"rgb(66,146,198)"
2012-11-12,3,763,23,43.4799,-110.7624,jackson hole,2012-11-12,Monday,November,12,0,0,39,"rgb(66,146,198)"
2012-10-26,28,760,23,43.4799,-110.7624,jackson hole,2012-10-26,Friday,October,26,0,0,36,"rgb(66,146,198)"
2012-10-24,5,732,3,43.4799,-110.7624,jackson hole,2012-10-24,Wednesday,October,24,0,0,8,"rgb(66,146,198)"
2010-10-25,41,690,5,43.4799,-110.7624,jackson hole,2010-10-25,Monday,October,25,0,0,41,"rgb(66,146,198)"
2013-01-08,8,8,109,43.4799,-110.7624,jackson hole,2013-01-08,Tuesday,January,8,0,0,437,"rgb(66,146,198)"
2013-01-09,8,16,119,43.4799,-110.7624,jackson hole,2013-01-09,Wednesday,January,9,0,0,445,"rgb(66,146,198)"
2012-11-26,10,804,66,43.4799,-110.7624,jackson hole,2012-11-26,Monday,November,26,0,0,80,"rgb(66,146,198)"
2012-12-10,5,962,117,43.4799,-110.7624,jackson hole,2012-12-10,Monday,December,10,0,0,238,"rgb(66,146,198)"
2012-12-11,25,987,124,43.4799,-110.7624,jackson hole,2012-12-11,Tuesday,December,11,0,0,263,"rgb(66,146,198)"
2012-12-12,5,992,122,43.4799,-110.7624,jackson hole,2012-12-12,Wednesday,December,12,0,0,268,"rgb(66,146,198)"
2016-12-09,10,813,38,43.4799,-110.7624,jackson hole,2016-12-09,Friday,December,9,0,0,111,"rgb(66,146,198)"
2016-12-06,5,803,41,43.4799,-110.7624,jackson hole,2016-12-06,Tuesday,December,6,0,0,101,"rgb(66,146,198)"
2016-12-05,43,798,46,43.4799,-110.7624,jackson hole,2016-12-05,Monday,December,5,0,0,96,"rgb(66,146,198)"
2016-12-04,15,755,33,43.4799,-110.7624,jackson hole,2016-12-04,Sunday,December,4,0,0,53,"rgb(66,146,198)"
2016-12-03,8,740,30,43.4799,-110.7624,jackson hole,2016-12-03,Saturday,December,3,0,0,38,"rgb(66,146,198)"
2016-12-02,5,732,30,43.4799,-110.7624,jackson hole,2016-12-02,Friday,December,2,0,0,30,"rgb(66,146,198)"
2016-12-01,15,727,28,43.4799,-110.7624,jackson hole,2016-12-01,Thursday,December,1,0,0,25,"rgb(66,146,198)"
2016-11-17,10,712,0,43.4799,-110.7624,jackson hole,2016-11-17,Thursday,November,17,0,0,10,"rgb(66,146,198)"
2012-12-27,8,1142,127,43.4799,-110.7624,jackson hole,2012-12-27,Thursday,December,27,0,0,418,"rgb(66,146,198)"
2012-12-25,13,1134,127,43.4799,-110.7624,jackson hole,2012-12-25,Tuesday,December,25,0,0,410,"rgb(66,146,198)"
2012-12-24,36,1121,112,43.4799,-110.7624,jackson hole,2012-12-24,Monday,December,24,0,0,397,"rgb(66,146,198)"
2012-12-23,10,1085,127,43.4799,-110.7624,jackson hole,2012-12-23,Sunday,December,23,0,0,361,"rgb(66,146,198)"
2012-12-19,3,1075,137,43.4799,-110.7624,jackson hole,2012-12-19,Wednesday,December,19,0,0,351,"rgb(66,146,198)"
2012-12-18,13,1072,137,43.4799,-110.7624,jackson hole,2012-12-18,Tuesday,December,18,0,0,348,"rgb(66,146,198)"
2012-12-17,41,1059,102,43.4799,-110.7624,jackson hole,2012-12-17,Monday,December,17,0,0,335,"rgb(66,146,198)"
2012-12-16,5,1018,102,43.4799,-110.7624,jackson hole,2012-12-16,Sunday,December,16,0,0,294,"rgb(66,146,198)"
